# data file for b-pn2.mod (set SS = {18,20,22,24,26,28,30,32})

param:      q,       Qm     :=
 30    3.245368866486226e+000    4.464725260752500e+000    3.467397495978308e+000
 31    3.445995418559914e+000    4.724561698976417e+000    3.663097165509162e+000
 32    3.666317694432912e+000    5.006699030763657e+000    3.874843113309122e+000
 33    3.914266581443468e+000    5.322073306076689e+000    4.109106717511504e+000
 34    4.190118959598162e+000    5.668757539493156e+000    4.365667170417606e+000
 35    4.505159089443016e+000    6.061984584163196e+000    4.653174971401875e+000
 36    4.860705719449903e+000    6.499913728797497e+000    4.972072877925514e+000
 37    5.273994838491905e+000    7.005011991653745e+000    5.334534837354343e+000
 38    5.748001188042158e+000    7.575823437087124e+000    5.742280750055182e+000
 39    6.310813247637831e+000    8.247398772330270e+000    6.213660518083657e+000
 40    6.968925871934070e+000    9.019292117955790e+000    6.752500411306753e+000
 41    7.771421931961346e+000    9.950325334964656e+000    7.388260290629313e+000
 42    8.732582703810866e+000    1.104246357655899e+001    8.129134944874721e+000
 43    9.945143942703370e+000    1.240351612070150e+001    9.025946495158626e+000
 44    1.144556587632758e+001    1.404060506188525e+001    1.009627662114926e+001
 45    1.341054170689300e+001    1.618053306799338e+001    1.143507624685328e+001
 46    1.599567103128092e+001    1.882672434273512e+001    1.308537075330232e+001
 47    1.929426649377517e+001    2.261654748644656e+001    1.522660811542208e+001
 48    2.474611973918854e+001    2.729651530459858e+001    1.802798648077639e+001
 49    2.749138933467724e+001    3.610568221421132e+001    2.158590275887314e+001
 50    4.744771245985604e+001    4.446573283290242e+001    2.737009894033177e+001
 51   -7.688156814683577e+000    8.337050580279691e+001    3.052246691592014e+001
 52    1.735331494095665e+002    8.258827099348940e+001    5.103237629460495e+001
 53   -8.170372238903028e+002    4.413459454608772e+002   -3.413234802248364e+000
 54    2.222201578330827e+003    1.352821486992105e+002    1.788273482257481e+002
 55   -8.551313291080094e+003    4.418771207498412e+003   -8.104891276257119e+002
 56    2.225035627126450e+003   -5.653635959390526e+003    2.230837296963034e+003
 57   -8.113094766871529e+002    4.425773328053967e+003   -8.540607941650627e+003
 58    1.822100422914692e+002    1.497085021295966e+002    2.239974989298711e+003
 59    3.749295166731365e+000    4.592429720921861e+002   -7.992842158246883e+002
 60    5.392219100059329e+001    9.026335113682608e+001    1.926600001207793e+002
 61    3.174848338906686e+001    3.143773614794497e+001   -1.021762333893120e+002

 :               58                        59                        60  :=
 1     8.038615748669098e+000    8.198028502005315e+000    8.467843041336241e+000
 2     6.454036046330778e+000    5.645945246482558e+000    7.078533740012805e+000
 3     3.821114890603548e+000    3.395741640422157e+000    3.776688790628708e+000
 4     2.596914982720403e+000    2.215908539249444e+000    2.329208221411924e+000
 5     1.807335928731782e+000    1.505341436722842e+000    1.384495422409134e+000
 6     1.458307469918316e+000    1.171052240211520e+000    9.966804029492042e-001
 7     1.324753488236014e+000    1.033540332407508e+000    8.732655609129836e-001
 8     1.311840905148910e+000    1.002744323639922e+000    8.964157632097507e-001
 9     1.383795435877062e+000    1.048155425936318e+000    1.021976782384478e+000
 10    1.483938918620849e+000    1.119721686509454e+000    1.177093863498275e+000
 11    1.619279363286200e+000    1.223099854130402e+000    1.372549685549469e+000
 12    1.757086628503753e+000    1.329687644827293e+000    1.565567153214596e+000
 13    1.911266652268308e+000    1.451115007306184e+000    1.775543195150672e+000
 14    2.061449512629316e+000    1.569711559850882e+000    1.975358172972756e+000
 15    2.220620942508237e+000    1.696338953937102e+000    2.183129673303455e+000
 16    2.375181323896532e+000    1.819174855119604e+000    2.380153467728522e+000
 17    2.536040793934394e+000    1.947402489513015e+000    2.581898510841530e+000
 18    2.693495494001654e+000    2.072592321192089e+000    2.774495881314134e+000
 19    2.856737860226074e+000    2.202390932776176e+000    2.971131024841111e+000
 20    3.018414836482788e+000    2.330503515314442e+000    3.160739448834349e+000
 21    3.186472601226886e+000    2.463428229156898e+000    3.355113543280062e+000
 22    3.355214010868772e+000    2.596254334253174e+000    3.544647399116106e+000
 23    3.531607879653658e+000    2.734823877549590e+000    3.740367536205338e+000
 24    3.711200818003062e+000    2.874943217065493e+000    3.933639360805144e+000
 25    3.900553562602403e+000    3.022357102761272e+000    4.135175537597472e+000
 26    4.095736155352926e+000    3.173212305182768e+000    4.336479706062839e+000
 27    4.303651737465534e+000    3.333325128396194e+000    4.548888924946968e+000
 28    4.520570448213110e+000    3.499217642087976e+000    4.763365270560296e+000
 29    4.754106066574004e+000    3.677004775259312e+000    4.992642418704720e+000
 30    5.000680214984545e+000    3.863395945215570e+000    5.226494357931995e+000
 31    5.269078968896874e+000    4.065248431833800e+000    5.479924188949012e+000
 32    5.555855440361659e+000    4.279293903147206e+000    5.740928390172661e+000
 33    5.871612974445187e+000    4.513745298110782e+000    6.027682807780986e+000
 34    6.212960271609145e+000    4.765091439897136e+000    6.325739472372177e+000
 35    6.593717722807202e+000    5.043864249001319e+000    6.658352159709199e+000
 36    7.010215910606175e+000    5.346111317332281e+000    7.006797533504797e+000
 37    7.481456870215597e+000    5.685890241353103e+000    7.402189567595117e+000
 38    8.003586871428642e+000    6.058819034411121e+000    7.819689667756773e+000
 39    8.604032667513270e+000    6.484320813214529e+000    8.302397030063441e+000
 40    9.279071481058766e+000    6.957784001125783e+000    8.816223436049938e+000
 41    1.007038989358222e+001    7.507526820940446e+000    9.423155155789158e+000
 42    1.097520146940520e+001    8.128912457690022e+000    1.007506492148245e+001
 43    1.206157532869817e+001    8.865712235895828e+000    1.086514036880144e+001
 44    1.332949526578690e+001    9.714589261812064e+000    1.172269580702267e+001
 45    1.490006117670128e+001    1.074763228935696e+001    1.279592100279389e+001
 46    1.678038381713058e+001    1.196694860061468e+001    1.397656972107112e+001
 47    1.921705910500922e+001    1.350049323146271e+001    1.551745528681814e+001
 48    2.222002235772545e+001    1.537159715424276e+001    1.724400926701635e+001
 49    2.645734433603139e+001    1.781370991746701e+001    1.963553861358317e+001
 50    3.170261941818278e+001    2.097687650393779e+001    2.237883914636325e+001
 51    4.124429421618162e+001    2.505024849388938e+001    2.659576123492258e+001
 52    5.059852363840400e+001    3.151838828207654e+001    3.145041488407258e+001
 53    9.083816213134772e+001    3.567052753836946e+001    4.125005081374781e+001
 54    9.206815288943156e+001    5.777444628709308e+001    5.034326642641485e+001
 55    4.536111131756969e+002    5.401996086827296e+000    9.258479691040370e+001
 56    1.523915873839521e+002    1.927384282416600e+002    9.663942043083858e+001
 57    4.442629383705659e+003   -7.948067521347754e+002    4.714094911163847e+002
 58   -5.616936335937031e+003    2.271301963310380e+003    2.085553165168896e+002
 59    4.479278974460752e+003   -8.556963124046653e+003    4.606345961815510e+003
 60    1.938740051491360e+002    2.380955980325028e+003   -4.924886701318977e+003
 61    4.648387074908412e+002   -1.919518692840192e+003    6.749608625689732e+003

 :               61  :=
 1     3.282185849152281e+000
 2     2.204145368464703e+000
 3     1.134912201996008e+000
 4     6.049234751519608e-001
 5     2.924632855384966e-001
 6     1.614502496604882e-001
 7     1.232898515572822e-001
 8     1.334883711182226e-001
 9     1.783776300115667e-001
 10    2.325400876833754e-001
 11    2.999999903859480e-001
 12    3.659510950803937e-001
 13    4.372070487391166e-001
 14    5.042544730115130e-001
 15    5.735428495598272e-001
 16    6.383738852210592e-001
 17    7.043307615091687e-001
 18    7.662438440051904e-001
 19    8.290469478327651e-001
 20    8.884218168546629e-001
 21    9.488373216514206e-001
 22    1.006470749078012e+000
 23    1.065549349793912e+000
 24    1.122375638406873e+000
 25    1.181317217177770e+000
 26    1.238412884571107e+000
 27    1.298457967377358e+000
 28    1.357015145475250e+000
 29    1.419542935569043e+000
 30    1.480856827040941e+000
 31    1.547433913887925e+000
 32    1.612972857487083e+000
 33    1.685442217022584e+000
 34    1.756813053532976e+000
 35    1.837507494670116e+000
 36    1.916688077447351e+000
 37    2.008402400941855e+000
 38    2.097799108361392e+000
 39    2.204275450264126e+000
 40    2.306823774848978e+000
 41    2.433201390095054e+000
 42    2.552382484399049e+000
 43    2.706066601477775e+000
 44    2.846080787999702e+000
 45    3.038119744148592e+000
 46    3.203403625915606e+000
 47    3.451862456325186e+000
 48    3.645472550550947e+000
 49    3.982625562401902e+000
 50    4.201384429512835e+000
 51    4.686799759287021e+000
 52    4.918228206740489e+000
 53    5.554863412966591e+000
 54    5.989074147902850e+000
 55    4.422361581197920e+000
 56    9.946531637602150e+000
 57   -3.819141338259710e+001
 58    6.701462225495378e+001
 59   -6.695927672655170e+002
 60    1.630549081272166e+003
 61   -5.716286052449982e+003 ;

param:     te := 
     1    -7.955304832889564e+001
     2    -6.817517893388354e+001
     3    -5.560789125805645e+001
     4    -4.810079660926394e+001
     5    -4.250510508680650e+001
     6    -3.866240263671514e+001
     7    -3.572774380701963e+001
     8    -3.335567446493490e+001
     9    -3.137611709333472e+001
     10   -2.959563068667624e+001
     11   -2.800610036765162e+001
     12   -2.650146939339486e+001
     13   -2.510339965187611e+001
     14   -2.375006301543294e+001
     15   -2.246314022688622e+001
     16   -2.120429662000622e+001
     17   -1.999000085203582e+001
     18   -1.879540924746224e+001
     19   -1.763185087943537e+001
     20   -1.648263797448491e+001
     21   -1.535512201691753e+001
     22   -1.423790114661820e+001
     23   -1.313508986603367e+001
     24   -1.203893225604733e+001
     25   -1.095146316350670e+001
     26   -9.866864048311000e+000
     27   -8.785615646006313e+000
     28   -7.703481378521255e+000
     29   -6.619532293439424e+000
     30   -5.530555889650648e+000
     31   -4.434433512353624e+000
     32   -3.328619060252260e+000
     33   -2.209743853070076e+000
     34   -1.075615948990135e+000
     35    7.817626389010821e-002
     36    1.254148068522422e+000
     37    2.457859869840658e+000
     38    3.692545123433184e+000
     39    4.965027805412925e+000
     40    6.280116089133552e+000
     41    7.646246577318847e+000
     42    9.071046168628464e+000
     43    1.056485318812060e+001
     44    1.214048228144195e+001
     45    1.381071264362531e+001
     46    1.559764741117087e+001
     47    1.751731499963272e+001
     48    1.960928842653634e+001
     49    2.189372422870896e+001
     50    2.444457824928517e+001
     51    2.728687083591738e+001
     52    3.056549298512140e+001
     53    3.430913798859050e+001
     54    3.881161302234455e+001
     55    4.409880754523690e+001
     56    5.072255059751302e+001
     57    5.877135895562206e+001
     58    6.845194509623762e+001
     59    8.204492695835749e+001
     60    9.056324015785572e+001
     61    1.384877870089668e+002;

param:     r :=
     1     3.237229866002288e+001
     2     6.040533788537102e+000
     3     9.751489165578188e+000
     4     1.206978716558057e+001
     5     6.846437996419512e+000
     6     1.079558898796411e+001
     7     6.092263653045842e+000
     8     9.875127455322074e+000
     9     5.482319588310189e+000
     10    9.047908523383308e+000
     11    4.933062090534679e+000
     12    8.267633785344275e+000
     13    4.418744604520462e+000
     14    7.517834115874963e+000
     15    3.927523132042741e+000
     16    6.792001679853492e+000
     17    3.453947874805024e+000
     18    6.087452574850459e+000
     19    2.994832914199958e+000
     20    5.401991391491748e+000
     21    2.547411984845387e+000
     22    4.732741202532251e+000
     23    2.108756852817676e+000
     24    4.076013460408620e+000
     25    1.675692692916221e+000
     26    3.427509929799038e+000
     27    1.244829541496129e+000
     28    2.782479425507104e+000
     29    8.125628270855574e-001
     30    2.135750897735699e+000
     31    3.750006776023756e-001
     32    1.481650880565526e+000
     33   -7.217758294413446e-002
     34    8.137567273174083e-001
     35   -5.339549098024013e-001
     36    1.245239333187446e-001
     37   -1.016306628986282e+000
     38   -5.953053206179090e-001
     39   -1.526724632117737e+000
     40   -1.357595913283441e+000
     41   -2.074986738495480e+000
     42   -2.178258498437123e+000
     43   -2.674433553098060e+000
     44   -3.079663717249980e+000
     45   -3.344110755778396e+000
     46   -4.094940638945956e+000
     47   -4.112664910114576e+000
     48   -5.276131920118013e+000
     49   -5.025878042414424e+000
     50   -6.710872883778230e+000
     51   -6.162382966923114e+000
     52   -8.558806483359939e+000
     53   -7.669059524492383e+000
     54   -1.113367861978888e+001
     55   -9.843047962516262e+000
     56   -1.505696046858354e+001
     57   -1.326787920948507e+001
     58   -2.110494766689395e+001
     59   -1.809921344754136e+001
     60   -2.699973821623038e+001
     61   -8.937739208809043e+000;

param pe := 7.777454210044405e+001;

let SS := {18,20,22,24,26,28,30,32};

# ... convert q in microns to mm
let{s in S} q[s] := q[s]/1000;

# ... convert Qm for 15 thick beam to unit thick beam
#     Halve Qm as FEM model of half beam carried out
#     Qm(s) = Qm(s)/30; For BEM whole beam used
let{s in S} Qm[s] := Qm[s]/15;

