# random QPEC data from matlab

param n := 50   ;
param m := 60   ;
param p := 50   ;

param	 	A
	:                 1                     2                     3  :=
	15     0.8571959332349806    0.03456981102288198     0.3072697955856703
	16     0.1133590020976278     0.7851851653799946     0.4239292456083801
	17     0.8273463206685808     0.6100023002918527     0.8414782999826455
	18     0.3500839885190025     0.9415353245109347     0.5042301219862312
	19     0.7449950109869354     0.4652505626800332     0.6366580398051742
	20    0.08854612115890334     0.6304832828051474     0.4776923425208227
	21     0.8515266250842235     0.7159986136576907     0.6954910291846562
	22     0.1115329039576055     0.4745011324036546    0.03394353068911649
	23     0.3378419070919791     0.2218505025421713     0.1867188031052402
	24     0.6774161544692131     0.5710063967457426     0.6502049490041628
	25     0.7251348817127448     0.2222574981967922     0.2893863647767733
	26     0.1197284101931965     0.2447995256056717     0.6888517756593993
	27     0.5239039941082738     0.7240608937195835    0.04144390370866615
	28      29.59799786511907     0.1950031898315639     0.6854321835730118
	29     0.9106876113697264      28.13957244024908      0.596233474341671
	30     0.8736562213485519     0.4226380343217005      30.32519246222092
	31     0.3354541472032476     0.3473572540857528    0.02745670549075238
	32     0.3027516860786658     0.2903481487978711     0.3968803410400863
	33     0.6830963415351112     0.9269902769613465     0.8447252475432465
	34     0.1873127533872765      0.381313631405789     0.8906045485808486
	35    0.04237294307712028     0.1137693607913374     0.3553198877764727
	36     0.1010857118398054     0.6140785627441336     0.4887886751491605
	37     0.8078698809869662     0.8886221091481334     0.6690763860745682
	38     0.7617544966039177     0.4791994561358903     0.4454386475515361
	39     0.5878058788044331     0.2374055366234949      0.738412877471012
	40     0.1833482851503395     0.2043544686514697     0.8211171737945654
	41     0.2801077821056942     0.7804119401313956     0.1552560920542611
	42     0.3281350316715627     0.3653212254207142     0.6372281753911182
	43     0.2939463075137548     0.8821237512557996     0.5817601354709362
	44     0.8465408787413072     0.6440569246526969     0.5098327426813258
	45      0.721959580470375    0.09684019796717031     0.7003769475662353
	46     0.2380551846029557     0.6650439144611962     0.0506606428011755
	47     0.9923375622737424     0.2685509073632346     0.6495673004338696
	48     0.1224091887437498     0.2484715464235845     0.3678772055593317
	49     0.5960621780972457     0.1986269896305066     0.3165193289467366
	50      0.649328079870506     0.1127387497430538     0.2046615828275445
	51     0.3822296969510129     0.3619992872567975     0.6197570683711311
	52     0.8727147807227729   0.001176575557651536     0.4133692710081785
	53     0.3900695705436767     0.4677695715432263      0.348866106358678
	54     0.5291900688825032     0.4017359755807679     0.7540388070839068
	55     0.2993058519083945      0.827972467902825     0.2417937851313284
	56     0.8920625640774837     0.4370013139857695     0.6148435121094226
	57     0.8218783229934284     0.8095995346097956     0.3573250356653028
	58     0.5885321229101674      0.791208835952069    0.02428554909432434
	59     0.4060961045978905     0.8051746562525502     0.6425105629535853
	60     0.2235335618903579     0.4119861797764997     0.6464776085378994

	:                31                    32                    33  :=
	1      0.6532646331241955     0.8577573572117601     0.6758467255941832
	2      0.9904934431929607     0.9028576466798007     0.4299085433200274
	3      0.6018576158000819     0.1129282471305212     0.6590838214335759
	4      0.5018349341248585     0.2069976884379394     0.3555238267782906
	5      0.2115466681447633     0.9651123107188432     0.4406948030848541
	6      0.2283331429861951     0.5280548209427535      0.359195140249481
	7      0.4842829873341106     0.7474172482431494     0.2961225508479671
	8      0.3107098526656951    0.02749156388174084     0.5761636929411771
	9      0.7160650147552039      0.940538351804956    0.07564002644629739
	10      0.331348972803844     0.5454481168543925     0.4840210951559047
	11   0.0009485327367677179     0.7089275766509033    0.02553146852734283
	12     0.2158285491193196     0.2823066989199371     0.8484790344975721
	13     0.8202187503411031     0.5053928842525743     0.4069885652323599
	14     0.5851092647127641     0.9414633422872147     0.8711992582613615
	15     0.1431000813318902     0.9464092812700806     0.5729474487068167
	16     0.3942419015214197     0.5291827647510896     0.1405144372717911
	17    0.01967294151677253     0.9658156106625043      0.662108457848267
	18     0.1801489728864171     0.4079178109572508     0.9767528358950825
	19    0.04667993208046497     0.2401226132597042     0.2234655637248149
	20     0.7355604426055167      0.864732449343545     0.7710729232966975
	21     0.7167955917115771     0.7035867511135931     0.7201164602271415
	22     0.2268829933784078     0.4671688728680824     0.5526333053367918
	23     0.3794309747430691     0.1807732155632269     0.5351117383523513
	24     0.8607072437725993     0.5675780779806043     0.7151187351814244
	25     0.8377765403749228     0.4239775968152758      0.712075216772484
	26     0.3528896789316027     0.4218887288589939     0.9234320471558136
	27     0.3323498243660407     0.8248301524819257     0.4644426069527683
	28     0.3265289967121796     0.3383713057627866     0.3323833604390156
	29     0.2637202964935526    0.06211620931156717     0.6785240111767397
	30     0.4253376292784786     0.4329032796461312    0.03271428228470846
	31      29.82857372208443     0.5437093226832221     0.8635736988456085
	32     0.9544142749035873      31.15120505294474     0.4625986379697026
	33     0.8564917633921234     0.8093687594794612      29.98823134375733
	34      0.671001888349935     0.9092576875420982     0.1675062827974253
	35    0.05970197308496059     0.1686882299233245     0.0718502263080264
	36     0.4518856629287268     0.8251365702681799     0.7935127575128301
	37     0.6539429052589737     0.6039804048923981      0.878682899997326
	38     0.4095332591952169     0.9451453499924347     0.9895002634938982
	39      0.178741507120249    0.04131234604874261     0.2557585595793921
	40     0.7799510796828057     0.3488624466967346     0.1061721097053239
	41     0.2690849149842452     0.4727904016413932     0.5329047366937825
	42     0.4034940701147948     0.6881425879093713     0.2705240829884361
	43      0.928796896046601    0.08504374692382782       0.27628729219317
	44     0.7119907469460731      0.216319800996472     0.9314402379724324
	45     0.4315197109929626     0.3068300504108374     0.8928967551848456
	46     0.8879354282107197     0.4797135968908989    0.04891158057416133
	47     0.1824856200062506      0.260063693428096     0.2672344248453747
	48      0.825929319330013     0.1499490377135581     0.8705971635238311
	49       0.36590214851522     0.4701888403540208    0.02809874566320728
	50     0.6893838802173041     0.3674449512831122     0.6052922544516454
	51     0.4473496670466723     0.5102150999670189     0.9804428304149647
	52     0.7635084861213716    0.06425528600828606     0.1317086626885516
	53     0.1174923779592886     0.5941855134387451     0.5523592274447986
	54     0.8533076541581138     0.3709177514046851     0.2483650451546123
	55     0.4458461188343409     0.6865750483736586     0.0124463314378544
	56     0.4286678534414275     0.1659361809405867     0.6282987094612239
	57     0.8648777961435213     0.7696285315072406     0.6123607063525754
	58      0.764727305837705     0.2913486582203955     0.4961555665927853
	59      0.388002045979092       0.12982398846208     0.7385637676543462
	60     0.9217337942810767     0.2854621511259419     0.7463758032620931

	:                34                    35                    36  :=
	1      0.6359882378932111     0.7179056950219378     0.1324074147991295
	2      0.7748161667509338      0.498057607161126     0.5008601290863106
	3       0.980762535055527     0.9836582227452871     0.2064180781730441
	4      0.8428283878538189    0.02369624247770715     0.5960999272478069
	5      0.1463626098817952     0.8004758676883765     0.1145649954902223
	6      0.9491096128352381     0.1011548143871548     0.7015122173956779
	7      0.8220815662477203     0.5772457423456888     0.9124729745245967
	8      0.3927047267535285     0.4940635467263149     0.6880741185028254
	9      0.2006762264689356      0.718625441041191     0.3968008226161086
	10     0.8629296789351727     0.2784899182550258    0.05515996163065332
	11      0.196078714305567     0.1837437296653837     0.6196223553388102
	12     0.6993478605901196     0.8000368966811023     0.2424277483793602
	13     0.8403840473499907     0.8040383926717299     0.5645438320929483
	14      0.387198078100183    0.08554431262021515     0.3603520268860417
	15     0.8279181531083322     0.9745131708561067     0.9761744314031908
	16     0.6752389219958905     0.3679429261273248      0.187759755301577
	17     0.2765361316089564     0.7910531015328995     0.8584649696366973
	18     0.3278662123190305     0.9440678758332111     0.8444081263125754
	19     0.9442250259384436     0.2883417812268138     0.3698387981341582
	20     0.4820307656575641     0.8836718699456673     0.6036369910215313
	21    0.03182864882172938    0.02047125775926031     0.6636288545284591
	22     0.8349471157840396     0.3967360158529639     0.9105397639512093
	23     0.2460873315507964     0.5217508063294319    0.03358780189009687
	24    0.01660224132033967     0.2162224831857894     0.5195567877516438
	25     0.3747822945681539     0.7343057600160742     0.5607473805086166
	26     0.9260399237094139     0.9324790954267788    0.09804879876928065
	27     0.2048515806279095     0.3316948477236176     0.1767760907691942
	28     0.9247380075055266     0.3949759292022508     0.1020244553355097
	29     0.7676796777836381    0.01728747017140942     0.2228496030066976
	30     0.8569116565331015     0.7713301835662135     0.6904945762214212
	31     0.1563595403796391     0.4498099493057487      0.448382397032454
	32      0.250097495003435     0.1772374701165668     0.7144350465416079
	33     0.1730651377693556     0.7989623349024406     0.3833063275286561
	34      33.35167958782947     0.9601877598697146     0.5625710685065108
	35     0.8908013824044371      31.44432518786405     0.3665852175553073
	36     0.7313499410849079     0.7638485240008918      27.37765844121361
	37     0.9518371146659895     0.1877930634782572     0.7910012964381551
	38     0.6073927940022907     0.6385719034653874     0.4997640850446117
	39     0.3460194905050293     0.6759327249517066      0.673299549744833
	40   0.002946759161233742     0.6349149266573351     0.1650284398653069
	41     0.1029478327964626     0.8666997674940837     0.7084592418408655
	42     0.9940651296347269     0.9420365993793585       0.71783956040138
	43     0.9176333363290905     0.7493313382593135     0.1259575315134573
	44     0.8209861553280587     0.5786413805378591     0.9052237788046897
	45     0.9774901731766785     0.2996719950326737      0.776454528517418
	46     0.2416242074619969     0.3089759118255616     0.2626592627171536
	47     0.2820083821348511     0.2532233466514087     0.7943672866820757
	48     0.9202765682047066     0.9968432965905519     0.2845685347393807
	49     0.5418244503819082     0.6888283142838609     0.2113911040265515
	50     0.3245204050337553     0.1127861423002218     0.3703002274973796
	51     0.2526865436208827     0.6976334219769806     0.1070944615942362
	52      0.717562882255694      0.164931115514379      0.306006725908918
	53     0.3764875914640041      0.876559985300736     0.9321091278051072
	54     0.5864182953157903     0.3225141008309335     0.6171562944373594
	55     0.7611574664964993     0.5899872255827193     0.1204652330816238
	56     0.3346131978497747     0.6493653579919015     0.4993217029481481
	57     0.3050008311913339     0.3601623611554931    0.06269804451597673
	58   0.006340731511340756     0.0168875446696129     0.0623464854903642
	59     0.1219211653246351     0.2636881220762149    0.04933061848986019
	60     0.2626778664491282     0.7547181994180792     0.9396814752388244

	:                37                    38                    39  :=
	1      0.3998370546601259     0.3523673262390944      0.422797873757374
	2     0.09804946337308783      0.273877788423237     0.2059357066830308
	3      0.6210988873798503    0.01288860716598157     0.7901822878537734
	4      0.9780631467208981     0.2857914113090539     0.8239850044550977
	5      0.4116937286054925    0.08338245999007027     0.5382472720668069
	6      0.7161560276736515     0.9386410672192368     0.1924070370510751
	7      0.7084473740403772     0.2609962505037909     0.9303583667548181
	8      0.7675065581607303     0.3033722072862161     0.9100931182479707
	9       0.397247391844145     0.9282998264940852      0.312765405047005
	10      0.875457537152863     0.0627257110499583     0.5172107617923298
	11     0.3050776699415081     0.8046267771860985     0.5608569231030952
	12     0.3266320449918597     0.4715814874904785     0.5360626136314651
	13     0.7727179683186525     0.5552987040187126    0.02887823871541554
	14     0.3842656520496651     0.9715516400005205      0.176558746140277
	15      0.404892484600177     0.5543692313441108     0.2911761363328868
	16     0.4659364879121586   0.007745811103647675     0.4068106325329572
	17     0.8198550875981506     0.2413303864137244     0.7038397131762889
	18     0.5302701425237167     0.7425637062371943     0.3180281074530135
	19     0.3987005106983446    0.08306320623658107     0.2814876816118821
	20     0.8968199859703214     0.3513050931302132     0.7129589286620371
	21     0.9705204276548572     0.6747308491988794     0.4666734008678521
	22     0.9997443539736072     0.6469160733164042     0.3589473953824275
	23    0.05188125132449792     0.6697951696601343     0.3502271313482094
	24     0.1529061634787097    0.03065603370300999   0.001527924643026558
	25     0.8643151535893767     0.4916404867898644     0.6354566902076347
	26     0.3091610195378932     0.1557884835622864     0.6248056577932878
	27     0.2862540457258991     0.1252100164025474     0.4169318930886818
	28    0.01091876953028219     0.6588014389148182     0.9443068760484754
	29     0.7346425706706547     0.5193274372677686     0.8983854234010559
	30     0.6503592950748366     0.8753477607392048      0.757213668508009
	31     0.5387022082015808     0.9060200356892523     0.3296371472333508
	32     0.4481890831826187     0.4697298954512634     0.1530850044156747
	33     0.5955805741893629     0.2185531456486385     0.3822478587554453
	34     0.5316935009195339     0.4055164049696633      0.832339626003153
	35     0.9414192733355888     0.4473341367385941     0.2847104212473508
	36     0.5077789585955322     0.1403397253531041      0.822723070509589
	37      33.35230337903769     0.4127981683198474     0.7940677620944355
	38     0.7556084870891189      29.94865284818305    0.01260174109104696
	39     0.1695383281483846     0.9200430176292834      30.17118890219747
	40     0.1213016563275967     0.7664828061173034     0.6777968141020175
	41     0.4133461720299864     0.4981681071017909     0.6329393683060294
	42      0.443993402230042     0.2403080894587138     0.4075081446341243
	43     0.4203538271747533     0.7343587326647845    0.09869131979719747
	44     0.7145588793665808    0.07555666348735995      0.210741018044504
	45     0.2247725719144816     0.4032879805056244     0.8585266942818507
	46     0.4812567266854936      0.449059150687993     0.7013289511074883
	47     0.8334988550565992     0.8284269931116244     0.6206086038633314
	48     0.4405643482327831      0.127213836582685    0.03400217471670964
	49     0.1293931205854302     0.8750415704740782     0.4234143883035487
	50     0.6301945407290168     0.8848786208201512     0.9899479521817122
	51     0.8738689826509988      0.750867646704682     0.9743840217367362
	52     0.4656929572887509     0.1341749214863888     0.4955658234689128
	53    0.02407440616075769     0.1142446842713736    0.01290625476558083
	54     0.6765187477792682   0.000914353678700829     0.7085971530915588
	55     0.2952428624198925     0.2204496968559061     0.1206102051872827
	56     0.7121172175564332     0.2412452626389641     0.3878988060487652
	57     0.4466112115591065     0.5592242495738646      0.021200038865141
	58     0.8582055022080044     0.3568568237352445      0.174839452015536
	59     0.3215757110210704     0.6350882047296059      0.271177527572306
	60      0.859350748878198   0.002380638820366896     0.5593980483548295

	:                40                    41                    42  :=
	1      0.9152895430085547     0.6759569241184055     0.1485076334767529
	2      0.2820305758131317      0.403689343254047     0.3472967921768093
	3      0.4751327573823562     0.4633106284531895     0.5304431721209713
	4      0.4216528164753032     0.1979464258476933     0.5401611923650259
	5    0.0006442449134513464     0.4783470227152463     0.5335629310985558
	6      0.1042622892764198     0.7358472571422473     0.0127083341136026
	7        0.16343775620715     0.4417076912637482     0.0327226254691907
	8      0.8395027614835224    0.05300570008237188    0.06568538972110258
	9      0.9569139673620189     0.6487045714851503     0.8399372964724398
	10     0.2174000730217581     0.6027516498404564     0.6943501182553871
	11     0.1970568929546787     0.5753308729027077     0.3609621643255608
	12     0.6592841095520231     0.1972316380729716    0.09481205774340165
	13     0.5870325452267879     0.4883405883404039     0.6393439866551935
	14     0.5787672634951538     0.4815814518536674     0.7351034994218325
	15     0.4041945412952132     0.0294226266034767     0.5001725875869485
	16     0.5058053484788014     0.7381099767944526     0.2973610510248299
	17     0.2512070421389015    0.07434224353504575     0.8982834917422053
	18     0.1314526943249753     0.5528440445028787     0.9298771981700288
	19     0.6979734783384208     0.6459036522302015     0.1009588063918246
	20     0.8768313855666126     0.9860394084214149     0.7945368505858225
	21     0.6761169611335895     0.9322752048574963     0.7471389564880064
	22    0.06199761743883199     0.8051172141577794     0.9683239459713131
	23      0.630123791031274     0.1393826744333033     0.9244865870914447
	24     0.6736254929175783     0.8991690144155944     0.7703110832527332
	25     0.9325400629715364     0.8687831988134289     0.1457275501341818
	26     0.2200358345724263     0.1229475475375598     0.1383613593892295
	27     0.9131075567582662     0.4773409349935243      0.127705603496052
	28     0.3633686618106619    0.05409088235439022      0.223380799631374
	29    0.03597339611286363      0.597387191772132     0.3927406613510691
	30     0.9013138854034555     0.3607711064305367     0.9557508934971226
	31     0.4470599953008447     0.4699428914537619     0.4175081396421684
	32     0.8567668228210413     0.9130044428311772     0.5589901751616214
	33     0.7535003615405039     0.3901884096732651     0.5215794116462147
	34     0.7950621837748726     0.4043798399611153     0.7200129044652696
	35     0.9047667157290006    0.07408510053301338     0.7705754511474239
	36     0.2388160999972109     0.5316164971913299     0.1773172017352515
	37     0.5713520217981602    0.07550107791734072      0.572995085456998
	38     0.6447008511308285     0.4582396529086694     0.5115616453802397
	39     0.9093636924808246    0.03927579757439403    0.05406935155313836
	40      31.15030852655263     0.7351292826896764     0.6949764780793736
	41     0.2951768565666463      29.78650686084906     0.4207787630106811
	42     0.5589817783253951     0.2715889507825799      33.59971406425538
	43     0.4422904787918162     0.9631706389392274     0.9726146227516372
	44     0.6130399051727746     0.2814903693333534     0.1615443467020424
	45     0.4200997687964978     0.2924731468019243     0.0621184478721858
	46     0.2240125466141822     0.8128741070230404     0.5373681587642682
	47    0.02262059446814747     0.3211448605437259     0.6674213513685892
	48     0.2874203323429463     0.6999077706238043     0.5285829252270166
	49      0.566016497692354     0.3562809789841103     0.7475509558766197
	50     0.2142569435564526     0.2928551839665386    0.03988918914703944
	51     0.5553505484137563     0.3593139165601686    0.05956829418536096
	52     0.7562024406421203     0.5425660044273738     0.2790289726955034
	53     0.2606916623051735      0.282778003534576    0.08386000254043401
	54    0.06476708210930152     0.0411864613430848    0.07788523118060013
	55     0.9775932855789362      0.965425597238633     0.8158125837659363
	56     0.4927852286000314     0.8806181385988339      0.785861542322685
	57     0.6127417268385186     0.1020969373978857    0.04994491579081953
	58     0.9892698487183298      0.413995519924391     0.6800422351145947
	59     0.1471349230623728      0.899729263569203     0.1477171256385844
	60     0.8510114320263868     0.8494934029852467     0.7792314216455657

	:                43                    44                    45  :=
	1      0.9614745953118348     0.5761562404507684     0.3868591429184366
	2      0.3686166394860958     0.2085773389504626     0.4264655056315203
	3      0.6739570698485321     0.8841818623342951     0.5322210140945867
	4      0.6627448724387904     0.3229703774030537     0.9664078738197007
	5      0.3532026736661324     0.7333059423458227     0.5906640329346965
	6     0.03468028918365854     0.5577014369534431     0.4454802444077706
	7      0.7455289158817443     0.3114517913716197     0.7176687518924698
	8      0.7624403116890925    0.02743619175592267     0.2487980804924244
	9        0.94881376709054     0.7162332798408495     0.5655997885056493
	10     0.9535296297333008     0.6772493577619779     0.9057068332482652
	11     0.8990579653236096     0.7903442379539032      0.603003722978354
	12     0.9562422294978387     0.9615274662579704    0.04944225899189716
	13     0.9011408680749932     0.1435976947973964    0.01957479717092336
	14     0.3574564169390252     0.7371878989791845     0.8451277835064709
	15     0.4721567857525314     0.7265632506075251   0.003932937214904692
	16     0.1889567067718548     0.5959647528816756     0.5300315506774873
	17     0.1421503900609622     0.4151741505202338     0.9441813213183619
	18     0.6726886692729503     0.9662489667080207     0.8185723769819023
	19     0.4270046503334093     0.0965830291436818     0.1791259670764686
	20     0.9756465597576207     0.9339388049406456     0.1037800358225946
	21     0.5684664443777482     0.1613889082488519      0.358536813955214
	22     0.6152639214939235     0.9174422559953158     0.3076535760215484
	23     0.7848023234195428     0.6443008420277181      0.748217697063121
	24     0.9597270617975531      0.356595277157976     0.8174910015550468
	25     0.2949098882544356     0.1346449829848545     0.3368564389792859
	26     0.4210989112029738      0.257960761828176     0.3963723568026455
	27     0.3952475741687688     0.9712593915577435     0.7325383991700586
	28     0.2756735282785088     0.5612145599871333      0.828609514830784
	29     0.6916456488246069     0.1259239751138254     0.2180156148009807
	30     0.2160101769613172    0.07190495391518249     0.1681657031883604
	31       0.96265284200297     0.9604775627425097       0.39473831182316
	32     0.2672249710505255     0.2042633140290014     0.9482452225894521
	33     0.9196675616351117     0.3012431777904093     0.5850716026432011
	34    0.01951291524181072     0.3946232595267234       0.92685558419326
	35     0.1682831688375208     0.7829539190007578     0.6111021584037011
	36     0.7150270420098002     0.5510859956869684   0.001326099029838015
	37     0.5547621843960956     0.7809100056520458     0.7216822924316086
	38     0.3578331965595197     0.5567337790563074     0.6121717078987573
	39     0.8489776712066063    0.03664929177824323     0.9851953626107192
	40     0.5621786540992814     0.9609872611235629     0.7229776592099632
	41     0.2786144561821918     0.9021838001277812     0.4302500229587566
	42     0.9498948479256332     0.4985176907515727     0.1984776077552614
	43       32.8579898516583    0.07633086051401831     0.3410800233867629
	44     0.1641884773399776      30.32626416756653    0.01357342022314774
	45      0.779721622846605     0.4807888400700787      30.22083233112645
	46      0.846733174595966     0.3678017716428908     0.7778829416069279
	47     0.6000480862632359      0.558863313409886     0.5675834746707726
	48      0.400796153273116     0.5776373791017627     0.5705937653882346
	49     0.9941682298511781     0.6253066672496131     0.4400422494855325
	50     0.2829705855446686      0.713906892610079     0.7581568318023332
	51     0.6124675006057091     0.8135066034826766     0.5903742855804675
	52     0.2176773094106365     0.3413552464177042     0.1750583397974457
	53    0.09708235271478256     0.0312828119088649    0.01780276463700313
	54      0.354005442580292     0.3278425080448867     0.8370301118647052
	55     0.5074900209306021     0.1351386652819804     0.7254481164744678
	56     0.4945110854195925     0.5860862222224756     0.7867752100117787
	57     0.4081381238027595     0.4518329742858592     0.7550582877214597
	58     0.7392886457224808     0.7894168587136026      0.189515779405685
	59     0.1379312391424571     0.4906511251510728    0.07002104464157488
	60     0.9258068055732792     0.4328563894179512     0.6616409168285379

	:                46                    47                    48  :=
	1      0.6393502704726629     0.9277501689793136     0.6882729193484969
	2      0.8019015934103705     0.1137391597135538     0.5103940849794387
	3      0.6129355797113955     0.5318983823604039    0.09355581733330107
	4       0.388949428117067     0.5195102986400245     0.6561859507567791
	5      0.4242796023311288       0.95864789814299     0.2742217575893857
	6      0.5298210992434622     0.3890794498296539     0.8160376255081482
	7      0.2424285790577212      0.941097037113089     0.4988110850385891
	8      0.3688354339765934     0.8060521740982176     0.4135762582106612
	9      0.6634250743349448     0.1941674067779625    0.07811456377631819
	10     0.9201297696255669     0.9017370825752143     0.1533728295462803
	11    0.06445089416083992     0.5054704537883662     0.7781087188305376
	12     0.9832734926063305     0.9084466128833578    0.07116523563994412
	13     0.1686736911179777     0.8651968050844949      0.619191901745977
	14     0.3550972949925172     0.8029038847952414     0.7837094139316327
	15     0.1190778397441603     0.9154118247542264     0.3357822685065588
	16    0.04120797208658551     0.6778797049395383     0.4321648717393279
	17     0.9144431098592675    0.07382354665944957     0.9888512077466032
	18     0.1635996923042792     0.8542672315691968     0.6287611283766505
	19     0.7973879704900897     0.7162428775038268     0.5200221271865818
	20      0.253975104798885     0.8643686183925412     0.8553514753180748
	21     0.1308453066989514     0.1390733133099462     0.2970968579535966
	22     0.7848326096718694     0.6068115748066804     0.6629188106376361
	23     0.2136533012845733     0.7725523419978665     0.2882764736836378
	24     0.8153643232456401     0.2315117483157806     0.4245861835384767
	25    0.02126597595373399     0.9450458303329576     0.2932093588171015
	26     0.2263386065861717     0.6887956829926811    0.08619232629331272
	27     0.4477826000029141     0.7434841421148984     0.3591635052098803
	28       0.43948408700417      0.938688715506066     0.5709676614779124
	29     0.6879657584229654     0.9260877622275542     0.1852744128724438
	30     0.3462896951069602     0.2370495245151591     0.7045442508843964
	31     0.9967701910620478      0.017873147744225     0.1094038147966936
	32     0.2463899265912509      0.937963823208539     0.3699632702312189
	33     0.2083626843746167     0.9912424450773492     0.9528904545051953
	34     0.6580191225768103     0.9622984047532497     0.4761181118025657
	35     0.9884939336834163     0.5449072318526453     0.7107067462164538
	36     0.2107809581255027      0.878943877592347     0.4244987164498168
	37     0.4456190419059335      0.622678426351712     0.0977344662535279
	38    0.06494792523372818     0.1121467798037681     0.1779219306108121
	39     0.6847852772151248     0.2476996629286459     0.1568666446885683
	40     0.1992556949756541      0.198224306764702     0.9488744947283557
	41     0.4434396248876673     0.1690517963098213     0.5287957856451082
	42     0.4856365437719683     0.7652777930887972     0.1639943848077976
	43     0.2707624913612925     0.4573494677448341     0.6588164856989954
	44     0.8775445036796456     0.5231691395697959     0.7308260704845524
	45    0.01035186243240317     0.5679063323116463      0.118418645762359
	46      29.06135676068503     0.6559205376862967     0.9766621317080959
	47      0.431051882468578      35.84253876463772     0.8974463037494622
	48     0.7011732851784925      0.755774247522641       33.9359929055053
	49     0.3321142498964981     0.3919356988629582     0.2780150717802045
	50       0.97092569278329     0.5450541179311776     0.8585589352903952
	51     0.6542558561772387    0.01029437434733026     0.5404313799041377
	52     0.2282335868675494     0.9842729168508119     0.3657045244574098
	53    0.08473130547324001     0.5802506061774393     0.7672973147508081
	54     0.0387282040948194     0.9829951136239522     0.9261288429277723
	55     0.1260189212620767      0.734629976123685     0.9578966595645194
	56    0.02095241809625582     0.7374979076128344     0.3975565058366635
	57      0.889660840060607     0.6936534609864821     0.7885565604230751
	58     0.1442932143576235     0.6702775483088321     0.2553015309160298
	59     0.1771324714335127     0.3585771577106944     0.3865934656839475
	60     0.9335625078237065    0.03788121107025634     0.3717163700941797

	:                49                    50                    51  :=
	1     0.08374367363419274     0.7629316035069755     0.6659149876752102
	2     0.04662824786582147     0.4548534064429219     0.5917582701649982
	3      0.2722296093730222     0.6259865921347063      0.361759894461706
	4      0.4231243718637269   0.001357812960612719     0.5272476247656098
	5      0.2592125888667933     0.9894152340706323     0.7939682425586219
	6       0.967625692679713     0.1710899728672901     0.1612844193903304
	7      0.2489724820002173     0.4150894034431065     0.9432521774180056
	8      0.6949686493669551     0.0421504956096565     0.5766640423563684
	9      0.4222361038228614     0.7176780752347434     0.4862098033812144
	10     0.8012152619048133    0.01909506515560269     0.6556737032502807
	11     0.9405026128732006   0.003872673470295882     0.2818352205644251
	12     0.1749261461405993      0.825224702041953     0.4668924011669601
	13     0.8117694843847446     0.4492695951529093     0.1536557731359687
	14     0.1439837552629153     0.5834927882740747     0.9088112222581605
	15     0.2903612407251566      0.292662584742113      0.401765091724412
	16     0.6262911038278313     0.9818645356166822     0.3388498154386942
	17     0.3743478515652953     0.7167940046056603     0.5597203708299532
	18     0.9042863298764074    0.06515947451559312     0.3519218267036212
	19     0.5591987698079525     0.3813495248068403     0.6343529693604629
	20      0.435858437084564     0.2503655224533726     0.6565538419406141
	21     0.8493600744441031     0.8499678417962664    0.06440688922069397
	22      0.929817016289391     0.2961120024220555     0.2990939994891599
	23     0.8974616852887154     0.6503594445457962     0.3609878755249961
	24     0.7291849882841317    0.04306105091399236     0.3148854740464593
	25    0.05741264537161661     0.8123890256687945     0.6276239262770947
	26     0.8949562260009567     0.4704640494947739    0.06552075099089942
	27    0.05714348752192329     0.9069690302252519     0.6904537927026017
	28     0.7734558666816471     0.2370099377641228     0.6165444614331427
	29      0.430259295595208    0.09581820055510532     0.1736994030236498
	30     0.3125377035434479     0.2387324737931898       0.65511122244153
	31     0.4284126968265249     0.3409255845223184     0.7016064563108844
	32     0.7553944166147227     0.5124807067711176     0.4152556789384603
	33     0.9414087956282625     0.3258652939292971     0.6306236722086934
	34       0.88170282534642     0.6398349089688076     0.7240339584169893
	35     0.8636038082585292     0.6957288818869459     0.2532103520666552
	36     0.1619491527710392     0.7670279396958506      0.114004171212424
	37     0.2370983842135537     0.9060993613236391     0.1287789963631305
	38     0.9312859276246236     0.2559475483080003     0.9084184758780705
	39     0.8482602465667565     0.7199723360199589     0.3582202083170901
	40     0.3019661381015666     0.5419556501880217     0.4624312750363437
	41     0.1973307886709713     0.1860764604883292     0.6025663247448069
	42    0.04403667658767211     0.8177022078283572     0.6069319989793448
	43     0.7531271866176522     0.8762066951525369     0.2582444429253845
	44     0.7403709283255676     0.2185691500711991     0.3079038934792528
	45    0.05733864146620002      0.241668431173712      0.441634299422224
	46    0.02730744130287697      0.528202272056198     0.1846368383988913
	47     0.8469367774102875     0.1260397464798112     0.8555754217977983
	48     0.9517299435366577     0.7835407297418965     0.6019936698168986
	49      30.80608475427517     0.5485149644433154     0.8024818058208898
	50     0.2320178670850297      28.39032064527241     0.3042111394740986
	51     0.1447377220648466     0.8186834818467501      28.48421371031225
	52     0.1481212215246171     0.6208815275579036     0.4395737927810666
	53     0.8702924929101052     0.7750504709370758     0.3713890620899341
	54    0.02438938057891146     0.1935381286715335     0.8691399098014509
	55     0.7218134590379062     0.2962270281145556     0.5949223721047313
	56     0.1428683755717819    0.04504915953582708     0.1841977090307278
	57       0.97426501526953     0.1053563486854436     0.5887344481076388
	58     0.5926348192424788     0.3790949623977205     0.2710403913145244
	59     0.5802123577890844      0.857864353295264     0.1854715407516659
	60     0.9823998653830557      0.905630190895928     0.1698745900391702

